source_id,destination_id,id,meta_title,meta_desc,slug,image_header_url,source_slug,source_integration_context,source_logo_img_url,source_category,source_type,source_description,source_docs_url,destination_slug,destination_integration_context,destination_logo_img_url,destination_category,destination_type,destination_description,destination_docs_url,use_case_header_1,use_case_desc_1,use_case_header_2,use_case_desc_2,use_case_header_3,use_case_desc_3,relevant_integration_logo_url_1,relevant_integration_desc_1,relevant_integration_url_1,relevant_integration_logo_url_2,relevant_integration_desc_2,relevant_integration_url_2,relevant_integration_logo_url_3,relevant_integration_desc_3,relevant_integration_url_3,relevant_integration_logo_url_4,relevant_integration_desc_4,relevant_integration_url_4,image_header_source,image_header_name,source_integration,destination_integration
1,21,1|21,Integrate your JavaScript website with Google Analytics,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Google Analytics ...and all of your other cloud tools.,/integration/google-analytics/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,google-analytics,Google Analytics,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Analytics,,Google Analytics is the world's most popular analytics service that allows you to track and report your website traffic across a variety of sources.,https://docs.rudderstack.com/destinations/analytics/google-analytics-ga,,"Automatically send real-time data to marketing analytics, product analytics and business analytics tools. ",,Track the entire user journey across platforms without the technical headache. ,,Send existing data feeds to new analytics tools with a few clicks. ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Google Analytics
1,22,1|22,Integrate your JavaScript website with Google Analytics 4,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Google Analytics 4 ...and all of your other cloud tools.,/integration/google-analytics-4/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,google-analytics-4,Google Analytics 4,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Analytics,,"Google Analytics 4 (formerly known as ""App + Web"") is a new Google Analytics property, with different instrumentation and reports than the Universal Analytics properties. Google Analytics 4 can be used for websites, apps, or both together - whereas Universal Analytics properties only support websites.",https://docs.rudderstack.com/destinations/analytics/google-analytics-4,,"Automatically send real-time data to marketing analytics, product analytics and business analytics tools. ",,Track the entire user journey across platforms without the technical headache. ,,Send existing data feeds to new analytics tools with a few clicks. ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Google Analytics 4
1,23,1|23,Integrate your JavaScript website with Mixpanel,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Mixpanel ...and all of your other cloud tools.,/integration/mixpanel/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,mixpanel,Mixpanel,https://cdn.sanity.io/images/97bpcflt/production/4c32897beb3ea6a461674549667b5ab3ea7449cc-175x100.jpg,Analytics,,"Mixpanel is an analytics platform that lets you track user actions with your application. It offers features like in-app A/B testing, user survey forms, and custom reports to measure customer retention. It also provides specific tools for targeted business communication and engagement with your customers.",https://docs.rudderstack.com/destinations/analytics/mixpanel,,"Automatically send real-time data to marketing analytics, product analytics and business analytics tools. ",,Track the entire user journey across platforms without the technical headache. ,,Send existing data feeds to new analytics tools with a few clicks. ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Mixpanel
1,24,1|24,Integrate your JavaScript website with Firebase,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Firebase ...and all of your other cloud tools.,/integration/firebase/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,firebase,Firebase,https://cdn.sanity.io/images/97bpcflt/production/4ab57efc057de15f519feaf0e4bfe939ef42e71b-452x452.png,Analytics,,"Firebase a popular mobile platform powered by Google that helps you to quickly develop high quality, enterprise-grade applications and grow your business. It is tightly integrated with Google Analytics, a powerful analytics solution, and offers unlimited reporting for up to 500 events defined using the Firebase SDK. You can check the code for Firebase destination on GitHub for Android and iOS.

RudderStack allows you to send your event data from your source mobile apps to Firebase through our Android, iOS and Unity SDKs. This guide will help you set up, configure and use Firebase for your project.",https://docs.rudderstack.com/destinations/analytics/firebase,,"Automatically send real-time data to marketing analytics, product analytics and business analytics tools. ",,Track the entire user journey across platforms without the technical headache. ,,Send existing data feeds to new analytics tools with a few clicks. ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Firebase
1,25,1|25,Integrate your JavaScript website with Webhooks,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Webhooks ...and all of your other cloud tools.,/integration/webhooks/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,webhooks,Webhooks,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Event Messaging,,"Webhooks allow you to send the events generated via the RudderStack SDK to your own backend. It is useful in cases where you want to apply some custom logic on the event payload before sending it to your preferred destination platforms.

Once webhooks are enabled as a destination in your dashboard, RudderStack forwards the SDK events to your configured webhook endpoint.",https://docs.rudderstack.com/destinations/webhooks,,Automatically send data to any destination that supports webhooks,,Easily modify payloads to meet the requirements of multiple webhook destinations,,Automatically ingest data from any source that supports webhooks ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Webhooks
1,26,1|26,Integrate your JavaScript website with Google Tag Manager,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Google Tag Manager ...and all of your other cloud tools.,/integration/google-tag-manager/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,google-tag-manager,Google Tag Manager,https://cdn.sanity.io/images/97bpcflt/production/5ff117dcd24fc61d19e4f702c38a68f428c9cd99-600x600.png,Tag Managers,,"Google Tag Manager is a popular tag management system that allows you to quickly update tags for your web or mobile applications. Once added to your project, it makes it easier for you to configure, deploy and measure your tags from a web-based UI without needing additional code.

RudderStack enables you to send events to the GTM dataLayer using the JavaScript SDK. This document explains in detail how to do that.",https://docs.rudderstack.com/destinations/tag-managers/google-tag-manager,,"Simplify instrumentation by sending existing data variables to [integration, destination=TRUE]",,Easily deploy third party scripts through a single RudderStack SDK,,"Significantly improve site speed by replacing [integration, destination=TRUE] with RudderStack ",https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Google Tag Manager
1,27,1|27,Integrate your JavaScript website with Salesforce,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Salesforce ...and all of your other cloud tools.,/integration/salesforce/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,salesforce,Salesforce,https://cdn.sanity.io/images/97bpcflt/production/f824f29f02779faa75f16bbcc29583cbba303a00-1200x840.png,CRM,,"Salesforce is an industry leader in enterprise CRM. It offers a suite of enterprise applications revolving around marketing automation, customer engagement and support, application development as well as analytics.

RudderStack lets you identify your leads in Salesforce without having to use the REST APIs.",https://docs.rudderstack.com/destinations/salesforce,Create Leads Automatically,"Automatically create leads in real time in [integration, destination=TRUE] when someone signs up. ",Sync Accounts & Companies,"Update Accounts and Companies in [integration, destination=TRUE] with new attributes. ",Trigger Campaigns,"Trigger campaigns and workflows in [integration, destination=TRUE] based on user actions. ",https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Salesforce
1,30,1|30,Integrate your JavaScript website with Braze,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Braze ...and all of your other cloud tools.,/integration/braze/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,braze,Braze,https://cdn.sanity.io/images/97bpcflt/production/1894523b7e8b9e3fd40e561c6890196531cf3f8c-218x100.png,User Engagement Platforms,,"Braze is an industry-leading customer engagement platform. It allows you to better understand your customers' in-app behavior and use the insights to improve your overall app experience, and increase engagement with them.

With RudderStack's SDK for mobile and web platforms, you can send your in-app event data to Braze directly for contextual analysis.",https://docs.rudderstack.com/destinations/braze,,"Automatically create user records in real time in [integration, destination=TRUE] ",,"Use existing data to trigger email, SMS, mobile, and personalization campaigns based on user actions. ",,Automatically enroll users in journeys based on behaviors and user traits. ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Braze
1,31,1|31,Integrate your JavaScript website with HubSpot,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to HubSpot ...and all of your other cloud tools.,/integration/hubspot/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,hubspot,HubSpot,https://cdn.sanity.io/images/97bpcflt/production/b63b5a7265b78c98a3f3f54f9567dbd61a0aa5da-137x56.png,CRM,,"HubSpot is a leading marketing and sales platform that helps you track leads, as well as inbound marketing and sales. It offers state-of-the-art tools for efficient marketing, tracking sales and offering better customer support.

RudderStack supports HubSpot as a destination to send your event data through our APIs.",https://docs.rudderstack.com/destinations/hubspot,Create Leads Automatically,"Automatically create leads in real time in [integration, destination=TRUE] when someone signs up. ",Sync Accounts & Companies,"Update Accounts and Companies in [integration, destination=TRUE] with new attributes. ",Trigger Campaigns,"Trigger campaigns and workflows in [integration, destination=TRUE] based on user actions. ",https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,HubSpot
1,34,1|34,Integrate your JavaScript website with Customer.io,Don’t go through the pain of direct integration. RudderStack’s  JavaScript SDK makes it easy to send data from your JavaScript website to Customer.io ...and all of your other cloud tools.,/integration/customer-io/javascript,,javascript,JavaScript website,https://cdn.sanity.io/images/97bpcflt/production/29c54b78e8f16f811073e9e806d461201f61ab1d-178x100.png,SDK,,RudderStack's JavaScript SDK leverages the rudder-analytics.js library to track and send user events from your website to RudderStack. You can then further transform and route this event data to the destination platform of your choice.,https://docs.rudderstack.com/stream-sources/rudderstack-sdk-integration-guides/rudderstack-javascript-sdk,customer-io,Customer.io,https://cdn.sanity.io/images/97bpcflt/production/79d13f5d5d40a05fe7219abf6d064508f8fe0d5b-489x337.png,Marketing,,"Customer.io is a popular platform for sending automated messages and emails to your customers, with a focus on security and privacy. With Customer.io, you get complete information about your customers in one place, and use it to create personalized messages and campaigns for them.

RudderStack supports sending your events to CustomerIO from the cloud mode S2S (Server to Server) and native web SDKs by calling the relevant RudderStack APIs.",https://docs.rudderstack.com/destinations/customer.io,,"Automatically create customer records in real time in [integration, destination=TRUE] when someone signs up.",,"Enable your marketing team to trigger email, SMS, mobile, and personalization campaigns based on user actions. ",,Provide your marketing team with advanced segmentation capabilities by updating user traits in real time. ,https://cdn.sanity.io/images/97bpcflt/production/1b345fc91ba985f011c8c5fb8f80dbf0b37d8959-1280x441.png,Use the JavaScript website to send real-time data to Google Analytics,https://rudderstack.com/google-analytics/javascript,https://cdn.sanity.io/images/97bpcflt/production/aa9ad9fb00b661dc3f6e428bfc3d3d8f309a8761-266x115.png,Easily send event stream and batch data to Amazon S3 from your  JavaScript website,https://rudderstack.com/amazon-s3/javascript,https://cdn.sanity.io/images/97bpcflt/production/7fa8f6a9bfc358a11851f1c4ca5d27f61996d32e-2400x2241.png,Automatically send data from your JavaScript website to any destination that supports Webhooks,https://rudderstack.com/webhooks/javascript,https://cdn.sanity.io/images/97bpcflt/production/cdd883047b63e4e0b1eefa4e1c56e24109f84fff-168x35.png,Send product data from your JavaScript website to Amplitude in a few clicks.,https://rudderstack.com/amplitude/javascript,desktop,ic_desktop_javascript,JavaScript SDK,Customer.io
